name,brand,price,bang_tan_2g,bang_tan_3g,battery_capacity,battery_life,bluetooth,brand,brand_country,camera_sau,camera_truoc,cart_slot,charge_time,chip_do_hoa,chip_set,chuc_nang_khac,connect_khac,connect_nfc,cpu_speed,den_flash,dimensions,display_type,fm_radio,ghi_am,gps,ho_tro_4g,ho_tro_5g,included_accessories,is_authentic,is_warranty_applied,item_model_number,jack_headphone,kha_dung,khe_sim,loai_pin,loai_sim,luu_y,manufacturer_electronics,material,nghe_nhac,organization_address,organization_name,origin,part_number,pin_co_the_thao_roi,port_sac,product_weight,quay_phim,ram,resolution,rom,screen_size,seller_delivery_method,service_highlight_1,service_highlight_2,service_highlight_3,the_ngoai_toi_da,tinh_nang_camera,vat_taxable,video_call,warranty_form,warranty_time_period,wifi,xem_phim
Điện thoại Samsung Galaxy Z Fold 4 5G 256GB Đen - Hàng chính hãng,Samsung,38531000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,F936,,,,,,,Samsung,,,,,Việt Nam,,,,,,,,,,Nhà bán giao hàng cho khách hàng,,,,,,Có,,Điện tử,1,,
Điện thoại Samsung Galaxy Z Flip 4 5G 128GB Tím - Hàng chính hãng,Samsung,22551000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,F721,,,,,,,Samsung,,,,,Việt Nam,,,,,,,,,,Nhà bán giao hàng cho khách hàng,,,,,,Có,,Điện tử,1,,
Điện thoại Oppo Reno8 Z 5G (8GB/256GB) - Hàng chính hãng,OPPO,8644000,,,,,v5.1,OPPO,,,,MicroSD,,,Snapdragon 695 5G 8 nhân,,OTG,,8 nhân 2.2 GHz,,,AMOLED,,,,,,,Có,Có,CPH2457,3.5 mm,236 GB,2,Li-Po,Nano SIM,,,Khung nhựa và Mặt lưng kính,,,,,,,USB-C,181 g,,,Full HD+ (1080 x 2400 Pixels),,6.43 inch,,,,,1 TB,,Có,,Điện tử,1,Wi-Fi 802.11 a/b/g/n/acDual-band (2.4 GHz/5 GHz),
Điện Thoại Bphone 3 - Hàng Chính Hãng,Bphone,6990000,,,3000 mAh,,"A2DP, LE, v5.0",Bphone,,8MP,12MP,MicroSD,,Adreno 509,,,,,1.8 GHz,Có,<p>152 x 75.3 x 7.5 mm</p>,IPS LCD,Có,"Có, microphone chuyên dụng chống ồn","A-GPS, GLONASS",,,"<p> </p>
<p> </p>",Có,Có,,,,2,Pin chuẩn Li-Po,Nano sim,,,,"MP3, WAV, WMA, eAAC+, FLAC",,,,,,USB Type-C,160 g,"Quay phim FullHD 1080p@120fps, Quay phim 4K 2160p@30fps",3 GB,Full HD+ (2160 x 1080 pixels),32 GB,6 inch,,,,,256GB,"Lấy nét theo pha, A.I Camera, Chụp ảnh xóa phông, Tự động lấy nét, Chạm lấy nét",Có,Hỗ trợ VideoCall thông qua ứng dụng,Điện tử,12,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, Wi-Fi Direct, Wi-Fi hotspot","3GP, MP4, H.264(MPEG4-AVC)"
Điện thoại Samsung Galaxy S23 Plus 5G 8GB/256GB - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,Samsung,18000000,,,4700 mAh,, v5.3,Samsung,,,,Không,,, Snapdragon 8 Gen 2 8 nhân,"Samsung Pay,  Màn hình luôn hiển thị AOD,  Chế độ đơn giản (Giao diện đơn giản),  Chạm 2 lần tắt/sáng màn hình", NFC,," 1 nhân 3.36 GHz, 4 nhân 2.8 GHz &amp; 3 nhân 2 GHz",,<p>Dài 157.8 mm - Ngang 76.2 mm - Dày 7.6 mm</p>, Dynamic AMOLED 2X,,,,,,"<p>Bộ sản phẩm gồm: Cáp Type C, Cây lấy sim, Hộp, Sách hướng dẫn </p>",Có,Có,, Type-C,,2, Li-Ion, 2 Nano SIM hoặc 1 Nano SIM + 1 eSIM,,, Khung nhôm &amp; Mặt lưng kính cường lực,"AMR,  AAC,  WAV,  OGG,  MP3,  Midi,  M4A",,,,,, Type-C,Nặng 195 g,,8 GB,Full HD+ (1080 x 2340 Pixels),256 GB,6.6 inch,,,,,Không,,Có,,Điện tử,1,"Dual-band (2.4 GHz/5 GHz),  Wi-Fi Direct,  Wi-Fi 802.11 a/b/g/n/ac/ax,  6 GHz",
Điện thoại Xiaomi REDMI 9A (2+32) Xanh lá - Hàng chính hãng (chỉ giao HN và một số khu vực),Xiaomi,2088000,,,,,,Xiaomi,Trung Quốc,,,,,,,,,,,,,,,,,,,,Có,Có,Redmi 9A,,,,,,,,,,,,Trung Quốc,,,,,,,,,,Nhà bán giao hàng cho khách hàng,,,,,,,,Hóa đơn,12,,
Điện thoại Samsung Galaxy A24 - Hàng chính hãng,Samsung,5808000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,1,,
Bút Spen Samsung S22 Ultra - Hàng Chính Hãng ,Samsung,1090000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Phiếu bảo hành,1,,
Điện Thoại Samsung Galaxy A54 5G - Hàng Chính Hãng,Samsung,9120000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,1,,
Điện Thoại Samsung Galaxy Z Flip 3 (128GB) - Hàng Chính Hãng,Samsung,20000000,,,3300mAh,,,Samsung,Hàn Quốc,12.0 MP + 12.0 MP ,10MP,microSD,,,,,,,,,,,,,,,,"Sách hướng dẫn, cây lấy sim, cáp",Có,Có,,,,,,,,,,,,,Việt Nam,,,,,,,,128GB,6.7 inch,,,,,1TB,,Có,,Hóa đơn,12,,
Điện thoại Samsung A33 5G 6GB/128GB Đen - Hàng Chính Hãng,Samsung,6800000,,,5000 mAh,,có,Samsung,Hàn Quốc,,,,, Mali-G68, Exynos 1280 8 nhân,,có,, 2 nhân 2.4 GHz &amp; 6 nhân 2 GHz,,, Super AMOLED,,có,,,,,Có,Có,SM-A336E/DS,Type-C,128gb,2, Li-Po,Nano,,Samsung,,có,,,Việt Nam,,,Type-C,186g,có,6gb,Full HD+ (1080 x 2400 Pixels),128gb,6.4 inch,Nhà bán giao hàng cho khách hàng,,,,,có,Có,có,Hóa đơn,12,có,có
Điện Thoại Xiaomi Redmi 10 4GB/64GB - Hàng Chính Hãng,Xiaomi,3552000,,, 5000 mAh,, v5.1,Xiaomi,,"Chính 50 MP & Phụ 8 MP, 2 MP, 2 MP", 8 MP," MicroSD, hỗ trợ tối đa 512 GB",, Mali-G52 MC2, MediaTek Helio G88 8 nhân,,Hồng ngoạiOTG,,,,<p>Dài 161 mm - Ngang 75.53 mm - Dày 8.92 mm - Nặng 181 g</p>,IPS LCD,,có,,Có,,"<p>Bộ sản phẩm bao gồm: Pin, sạc, cáp USB kiểu C, ốp lưng, hướng dẫn, cây tháo sim.</p>",Có,Có,Điện Thoại Xiaomi Redmi 10 4GB/64GB - Hàng Chính Hãng, 3.5 mm,khoảng:  50 GB,2,Li-Po, Nano SIM,,,Khung & Mặt lưng nhựa,,,,Trung Quốc,, Nguyên khối, Type-C,181 g,,4GB,,64GB,6.5 inch,,,,,512 GB,,Có,Có,Điện tử,1,Dual-band (2.4 GHz/5 GHz)  Wi-Fi 802.11 a/b/g/n/ac  Wi-Fi Direct  Wi-Fi hotspot,
Điện thoại Samsung Galaxy A33 5G (6GB/128GB) - Hàng chính hãng,Samsung,7000000,,,,,A2DP  LE  v5.1,Samsung,,,, MicroSD,,,Exynos 1280 8 nhân,,NFC,,2 nhân 2.4 GHz &amp; 6 nhân 2 GHz,,,Super AMOLED,,,,,,,Có,Có,SM-A336E/DS,Type-C,102 GB,2,Li-Po,Nano SIM,,,Khung &amp; Mặt lưng nhựa,,,,,,,Type-C,186 g,,,Full HD+ (1080 x 2400 Pixels),,6.4 inch,,,,,1 TB,,Có,,Hóa đơn,12,Dual-band (2.4 GHz/5 GHz)  Wi-Fi 802.11 a/b/g/n/ac  Wi-Fi Direct  Wi-Fi hotspot,
Điện Thoại Oppo A17k 3GB/64GB - Hàng Chính Hãng,OPPO,2635000,,,,,Cso,OPPO,,,,1TB,,,MediaTek Helio G35,,,,,,,,,,,,,"<p>Bộ sản phẩm bao gồm: Thân máy, sạc, cáp USB, dụng cụ lấy sim, vỏ bảo vệ, sách hướng dẫn.</p>",Có,Có,Oppo A17k 3GB/64GB,,3GB/64GB,2,Nano SIM,Nano SIM,,,,,,,,,,Micro USB,,,,,,6.56 inch,,,,,64GB,,Có,,Điện tử,12,Có,
Điện thoại Samsung Galaxy S23 Ultra 8GB/256GB Xanh lục - Hàng chính hãng,Samsung,30071000,,,,,v5.3,Samsung,,,,,,,Snapdragon 8 Gen 2 Mobile Platform,"Mở khoá khuôn mặt, Mở khoá vân tay dưới màn hình",,,Octa-core (8 nhân),,,Edge Quad HD+,,,,,,,Có,Có,S918,,256GB,,,Nano,,,Khung nhôm &amp; Mặt lưng kính cường lực,,,,,,,Type-C,,,, 2K+ (1440 x 3088 Pixels),,,Nhà bán giao hàng cho khách hàng,,,,,,Có,,Điện tử,1,"6 GHz, Dual-band (2.4 GHz/5 GHz), Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi Direct",
Điện thoại Xiaomi Redmi 9C - Hàng chính hãng,Xiaomi,2508000,,,5000mAh,,"LE, A2DP, v4.2",Xiaomi,Việt Nam,,,Micro-SD,,,MediaTek Helio G35 8 nhân,,,,4 nhân 2.3 GHz &amp; 4 nhân 1.8 GHz,,<p>Dài 164.9 mm - Ngang 77.07 mm - Dày 9.0 mm</p>,IPS LCD,,,,,,"<p>Hộp, Sạc, Sách hướng dẫn, Cáp, Cây lấy sim</p>",Có,Có,Redmi 9C,Giắc 3.5mm,128GB,2,Li-Ion,Nano,,,,,,,Việt Nam,,,Micro USB,196 g,,4GB,HD+ (720 x 1600 pixels),128GB,6.53 inch,,,,,512 GB,,Có,,Hóa đơn,12,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, Wi-Fi hotspot",
Điện thoại Realme C55 6GB/128GB Vàng nắng mai - Hàng chính hãng,Realme,4770000,,,,,Bluetooth 5.2,Realme,,,,MicroSD,,,MediaTek Helio G88,,,,"Lõi tám nhân, 12nm, lên đến 2.0GHz",,,IPS LCD,,,,,,,Có,Có,RMX3710,Có,128 GB,2,,Nano SIM,,,Khung &amp; Mặt lưng nhựa,,,,,,,Type-C,"0,1895 kg",,,Full HD+ (1080 x 2400 Pixels),,,Nhà bán giao hàng cho khách hàng,,,,1 TB,,Có,,Phiếu bảo hành,1,2.4/5GHz,
Điện thoại TECNO Spark 6 Go (4GB/64GB) - Hàng chính hãng,Tecno,2559000,,,,,"v4.2, A2DP",Tecno,,,,MicroSD,,,MediaTek Helo A25,,,,4 nhân 1.8 GHz,,,IPS LCD,,,,,,,Có,Có,KF6p,3.5 mm,64 GB,2,,Nano SIM,,,,,,,,,,Micro USB,205 g,,,HD+ (700 x 1600 pixels),,6.52 inch,,,,,256 GB,,Có,,Điện tử,12,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi hotspot",
Điện thoại OPPO A77s - Hàng chính hãng,OPPO,6216000,,,5000 mAh,,v5.0,OPPO,,,,Có,,,Snapdragon 680 4G, Chạm 2 lần tắt/sáng màn hình  Cử chỉ thông minh  Đa cửa sổ (chia đôi màn hình)  Cử chỉ màn hình tắt  Ứng dụng kép (Nhân bản ứng dụng)  Tối ưu game (Không gian trò chơi)  Loa kép  Chế độ trẻ em (Không gian trẻ em)  Khoá ứng dụng  Mở rộng bộ nhớ RAM, OTG,,2.4 GHz,Có,, IPS LCD,,, GPS  GALILEO  GLONASS  QZSS,Có,,,Có,Có,OPPO A17s,3.5mm,128GB,2,Li-Po,Nano,,,Khung nhựa &amp; Mặt lưng thuỷ tinh hữu cơ, MP3  OGG  Midi  FLAC,,,,,,Type C,187 g,,8GB,720 x 1280 pixels,128GB,6.56 inch,,,,,1TB, Trôi nhanh thời gian (Time Lapse)  Quay chậm (Slow Motion)  Siêu độ phân giải  Toàn cảnh (Panorama)  Điều chỉnh khẩu độ  Làm đẹp  Google Lens  Xóa phông  Ban đêm (Night Mode)  Chuyên nghiệp (Pro)  Chụp bằng cử chỉ  HDR  Bộ lọc màu  Nhãn dán (AR Stickers)  Zoom kỹ thuật số  AI Camera,Có,,Điện tử,1, Dual-band (2.4 GHz/5 GHz)Wi-Fi 802.11 a/b/g/n/ac, MP4 AVI
Điện thoại Xiaomi Redmi 10A (2GB/32GB) - Hàng chính hãng,Xiaomi,2556000,,,5000 mAh,,,Xiaomi,,Chính 13 MP &amp; Phụ 2 MP,5 MP,,,MediaTek Helio G25,,,,,,,,,,,,,,"<div class=""section_02 section lazy"">
<div class=""text_containter last_content"">
<div class=""left f16 f-regular""><span class=""xm-text desc"">Redmi 10A/ Adapter/ USB cable / SIM eject tool / Warranty card / User guide</span></div>
</div>
</div>
<footer class=""footer footer--desktop""><div class=""footer-customer-relationship"">
<div class=""container"">
<div class=""row"">
<div class=""customer-relationship span12"">
<div class=""introduction""> </div>
</div>
</div>
</div>
</div>
</footer>",Có,Có,,,32GB,2 Nano SIM . Hỗ trợ 4G,,,,,,,,,,,,,,,2 GB,,,,,,,,,,Có,,Hóa đơn,12,,
Điện thoại di động Tecno Spark 10 (4G+4G/128G) - Hàng chính hãng,Tecno,3290000,,,5000 mAh,,5.0,Tecno,China,,,có,2h-3h,,Media Teck,,,,Helio G37,có,,HD+,,có,có,có,,<p>full box</p>,Có,Có,Spark 10 2023,3.5,128GB,2,Li-ion,Nano,,,nhôm nguyên khối,MP3,,,China,,ko,type C,200 gram,full HD,4GB + 4GB,1280 x1024 pixels,128GB,6.6 inch,,,,,1T,,Có,có,Điện tử,1,,có
Điện thoại Samsung Galaxy Z Flip3 5G (8GB/128GB) - Hàng chính hãng,Samsung,20000000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,Nhà bán giao hàng cho khách hàng,,,,,,Có,,Hóa đơn,12,,
"Điện thoại Ulefone Armor 14 pro (chống nước,chống va đập,pin khủng,pin 10.000mAh,Ram 8Gb,Rom 128Gb)- hàng chính hãng",Ulefone,5990000,,,10000,,Bluetooth 5.0,Ulefone,,,,thẻ nhớ microSD Lên đến 1TB,,,,,,,,,,,,,,có,,,Có,Có,ulefone armor 14 pro,,128 gb,2 sim,,nano,,,,,,,,,,tyce ,358.2,,6Gb,HD+ (720 x 1600 pixels),128Gb,6.52 inch,,,,,,,Có,,Phiếu bảo hành,12,"802.11 a / ac / b / g / n ,  Wi-Fi 2.4G / Wi-Fi 5G ",
Điện Thoại Di Động Samsung Galaxy A33 (5G) 6GB | 128GB - Hàng Chính Hãng,Samsung,7000000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,A33,Type-C,102 GB,2 Nano sim (sim 2 chung khe thẻ nhớ),Li-Po,,,,Khung &amp; Mặt lưng nhựa,,,,,,,Type-C,186g,,,Full HD+ (1080 x 2400 Pixels),,6.4 inch,,,,,"Micro SD, tối đa 1TB",,Có,,Điện tử,1,,
Điện thoại Xiaomi REDMI 9C (3+64) Xám - Hàng chính hãng (chỉ giao HN và một số khu vực),Xiaomi,2568000,,,,,,Xiaomi,Trung Quốc,,,,,,,,,,,,,,,,,,,,Có,Có,Redmi 9C,,,,,,,,,,,,Trung Quốc,,,,,,,,,,Nhà bán giao hàng cho khách hàng,,,,,,,,Điện tử,1,,
Điện thoại Samsung Galaxy Z Flip4 5G - Hàng chính hãng,Samsung,20250000,,,,,v5.2,Samsung,,,,,,,Snapdragon 8+ Gen 1 8 nhân,,,,,,<p>Dài 165.2 mm - Ngang 71.9 mm - Dày 6.9 mm - Nặng 187 g</p>,,,,,,,,Có,Có,,Type C,,,Li-Ion,,,,,,,,,,,Type C,187 g,,,,,,Nhà bán giao hàng cho khách hàng,,,,,,Có,,Điện tử,1,,
Điện Thoại Xiaomi Note 11 Pro (8GB/128GB) - Hàng Chính Hãng,Xiaomi,7032000,,,,,"A2DP , LE , v5.1",Xiaomi,Trung Quốc," Chính 108 MP &amp; Phụ 8 MP, 2 MP, 2 MP", 16 MP," MicroSD, hỗ trợ tối đa 256 GB",, Mali-G57 MC2, MediaTek Helio G96 8 nhân, Mở khoá khuôn mặtMở khoá vân tay cạnh viền, Hồng ngoạiNFC,, 2 nhân 2.05 GHz &amp; 6 nhân 2.0 GHz,,, AMOLED,,,"BDS , GALILEO , GLONASS , GPS",,,"Sách hướng dẫn, cây lấy sim, cáp",Có,Có,Note 11 Pro (8GB/128GB) ,,,2, Li-Po,2 Nano SIM (SIM 2 chung khe thẻ nhớ),,,,,,,Trung Quốc,,,Type-C,, FullHD 1080p@30fpsHD 720p@30fps, 8 GB,Full HD+ (1080 x 2400 Pixels), 128 GB,6.67 inch,,,,,,"AI Camera, Ban đêm (Night Mode), Bộ lọc màu, Chuyên nghiệp (Pro) , Google Lens, Góc rộng (Wide), Góc siêu rộng (Ultrawide), HDR, Làm đẹp, Quay chậm (Slow Motion), Siêu cận (Macro), Toàn cảnh (Panorama), Trôi nhanh thời gian (Time Lapse), Xóa phông",Có,,Hóa đơn,12,"Dual-band (2.4 GHz/5 GHz),  Wi-Fi 802.11 a/b/g/n/ac,  Wi-Fi Direct,  Wi-Fi hotspot",
Điện thoại Xiaomi Redmi Note 12 (8G/128G) - Hàng chính hãng,Xiaomi,5790000,,,,,,Xiaomi,,,,,,,,,,,,,,,,,,,,,Có,Không,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,,,,
Điện thoại Realme C11 2021 (4GB/64GB) - Hàng chính hãng,Realme,3790000,,,,,A2DP  LE  v4.2,Realme,,,, MicroSD,,,Spreadtrum SC9863A 8 nhân,,,,4 nhân 1.6 GHz & 4 nhân 1.2 GHz,,,IPS LCD,,,,,,,Có,Có,RMX3231 (4GB/64GB),3.5 mm,50 GB,2,Li-Po,Nano SIM,,,Khung & Mặt lưng nhựa,,,,,,,Micro USB,190 g,,,HD+ (720 x 1600 pixels),,6.5 inch,,,,,256 GB,,Có,,Điện tử,12,Wi-Fi 802.11 a/b/g/n  Wi-Fi Direct  Wi-Fi hotspot,
Điện thoại Samsung Galaxy S23 Ultra 256GB - Hàng chính hãng,Samsung,31990000,,,,,Có,Samsung,,,,,,,Snapdragon 8 Gen 2 (4 nm),"Tương thích với bút S-Pen, Kháng nước, kháng bụi : IP68",,,Adreno 740,,,Dynamic AMOLED 2X,,,,,,,Có,Có,Samsung Galaxy S23 Ultra,Type-C,256 GB,,Li-Ion,Nano,,,"Nguyên khối, Khung viền bằng nhôm",,,,,,,Type-C,233 gr,,,1080 x 2408 (FHD+),,6.8 inch,,,,,,,Có,,Điện tử,12,Có,
Điện Thoại Samsung Galaxy A34 5G (8GB/256GB) - Hàng Chính Hãng,Samsung,9490000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,1,,
"Điện thoại Oppo Reno8 Z 5G (8GB/256GB) Hàng Chính Hãng, Mới 100%, Nguyên Seal | Bảo hành 12 tháng GZ32 | Điện Thoại Giá Rẻ | Điện Thoại Gaming",OPPO,8644000,,,,,,OPPO,,,,,,,,,,,,,,,,,,,,,Có,Có,Oppo Reno8 Z 5G (8GB/256GB),,256GB,2,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,1,,
Điện Thoại Nokia C30 2GB/32GB - Hàng Chính Hãng,Nokia,1743000,,,6000 mAh,,Có,Nokia,,,,Có,,,Spreadtrum SC9863A,,,,,Có,<p>Dài 177.7 mm - Ngang 79.1 mm - Dày 9.9 mm - Nặng 237 g</p>,IPS LCD,,Có,Có,Có,,"<p>Bộ sản phẩm bao gồm: Thân máy, cáp micro USB, sạc, tai nghe, ốp silicon, sách hướng dẫn sử dụng.</p>
<p> </p>",Có,Có,C30 2GB/32GB,3.5 mm,2GB/32GB,2 Nano SIM,,Nano SIM,,,,,,,,,,Micro USB,,Có,32GB,,2GB,6.8 inch,,,,,256 GB,HDR Làm đẹp,Không,Có,Điện tử,12,Có,
Điện thoại Samsung Galaxy A03 - Hàng chính hãng,Samsung,3500000,,,5000mAh,,,Samsung,Việt Nam,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,Nano,,,,,,,Việt Nam,,,,,,4GB,,,,,,,,,,,,Hóa đơn,12,,
Điện Thoại Xiaomi Redmi 9C 3GB/64GB - Hàng Chính Hãng,Xiaomi,2508000,,,5000mAh,,"A2DP,  LE , v5.0",Xiaomi,,13MP+2MP+2MP,5MP,"MicroSD, hỗ trợ tối đa 512 GB",,IMG PowerVR GE8320,MediaTek Helio G35 8 nhân,, OTG,,4 nhân 2.3 GHz & 4 nhân 1.8 GHz,,,,,,,,,"<p>Bộ sản phẩm bao gồm: Thân máy, sạc, cáp USB, sách hướng dẫn.</p>",Có,Có,Redmi 9C,3.5mm,3,2,Li-Ion,Nano sim,,,Khung & mặt lưng nhựa,,,,,, Nguyên khối,Micro USB,0.5,,3GB,HD+ (700 x 1600 pixels),64GB,6.53 inch,,,,,,,Có,,Hóa đơn,12,,
Điện thoại Xiaomi Redmi 13C (6GB/128GB) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,Xiaomi,3490000,,,5000,,Có,Xiaomi,,,,Có,,Mali-G52 MC2,MediaTek Helio G85 8 nhân,,,,2 nhân 2.0 GHz &amp; 6 nhân 1.8 GHz,Có,<p>Dài 168 mm - Ngang 78 mm - Dày 8.09 mm - Nặng 192g</p>,IPS LCD,,,,,,<p>Sách hướng dẫn - Củ sạc - Cáp sạc - Que lấy sim</p>,Có,Có,,3.5mm,115GB,2,Li-PO,Nano Sim,,,Khung &amp; Mặt lưng nhựa,,,,,,,Type C,192g,,6GB,HD+ (720 x 1600 pixels),128GB,6.74 inch,,,,,1TB,,Có,,Điện tử,18,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz)",
Điện Thoại Samsung Galaxy A14 5G (4GB/128GB) - Hàng Chính hãng,Samsung,5190000,,,5.000 mAh Công nghệ sạc  Sạc nhanh 15W,,v5.2,Samsung,Hàn Quốc,,,"MicroSD, hỗ trợ tối đa 1 TB",,,MediaTek MT6883V,,,,2.20 GHz,,<p>Dài 167.7 mm - Ngang 78 mm - Dày 9.1 mm - Nặng 205 g</p>,PLS LCD,,,GLONASS  GPS  GALILEO  BEIDOU,,Có,"<div class=""st-table-title"">Phụ kiện trong hộp</div>
<div class=""st-modal-accessories"">
<div class=""item"">
<p class=""re-para"">Sách HDSD</p>
</div>
<div class=""item"">
<p class=""re-para"">Cáp</p>
</div>
<div class=""item"">
<p class=""re-para"">Que lấy SIM</p>
</div>
</div>",Có,Có,A14 5G,3.5 mm,128 GB,2,5.000 mAh Công nghệ sạc  Sạc nhanh 15W,2 Nano SIM,,Samsung,,FLAC  AAC  WAV  OGG  Midi  M4A,,,Việt Nam,,Nguyên khối,Type-C,Dài 167.7 mm - Ngang 78 mm - Dày 9.1 mm - Nặng 205 g, Quay phim	 FullHD 1080p@30fps Tính năng	 Xóa phông,4 GB,,128 GB,,,,,,"MicroSD, hỗ trợ tối đa 1 TB",Xóa phông,Có,,Điện tử,1,Dual-band (2.4 GHz/5 GHz)  Wi-Fi Direct  Wi-Fi 802.11 a/b/g/n/ac,
Điện Thoại Samsung Galaxy A33 5G (8GB/128GB) - ĐÃ KÍCH HOẠT ĐIỆN TỬ - Hàng Chính Hãng,Samsung,8990000,,, 5000 mAh,, A2DP  LE  v5.1,Samsung,,,, MicroSD,, Mali-G68, Exynos 1280 8 nhân,, NFC,, 2 nhân 2.4 GHz &amp; 6 nhân 2 GHz,,<p>Dài 159.7 mm - Ngang 74 mm - Dày 8.1 mm</p>, Super AMOLED,,Có,BDS  GALILEO  GLONASS  QZSS,Có,Có,"<p>Bộ sản phẩm gồm: Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C</p>",Có,Có,SM-A336, Type-C,102 GB, 2,Li-Po,Nano SIM (SIM 2 chung khe thẻ nhớ),,Samsung,Khung &amp; Mặt lưng nhựa,,,,Việt Nam,,, Type-C,186 g,4K 2160p@30fps  FullHD 1080p@30fps  FullHD 1080p@60fps  HD 720p@30fps,8GB,,128GB,,,,,," MicroSD, hỗ trợ tối đa 1 TB",,Có,,Điện tử,12,Dual-band (2.4 GHz/5 GHz)  Wi-Fi 802.11 a/b/g/n/ac  Wi-Fi Direct  Wi-Fi hotspot,3GP  AVI  MP4  WMV
Điện Thoại Samsung Galaxy A24 (6GB/128GB) - Hàng Chính Hãng,Samsung,5808000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,1,,
Điện thoại Nokia C30 (2G/32G) - Hàng chính hãng,Nokia,2990000,,,,,,Nokia,,,,,,,,,,,,,,,,,,,,<p>Nokia C30<br />Sách HDSD nhanh<br />Sạc<br />Cáp USB Micro<br />Ốp silicon<br />Miếng dán màn hình<br />Tai nghe</p>,Có,Không,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,,,,
Điện thoại Samsung Galaxy S23 5G 8GB/256GB - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,Samsung,23491000,,,,,v5.3,Samsung,,,,Không,,, Snapdragon 8 Gen 2 8 nhân,"Samsung DeX (Kết nối màn hình sử dụng giao diện tương tự PC),  Âm thanh AKG,  Đa cửa sổ (chia đôi màn hình)","OTG, NFC",,"1 nhân 3.36 GHz, 4 nhân 2.8 GHz &amp; 3 nhân 2 GHz",,<p>Dài 146.3 mm - Ngang 70.9 mm - Dày 7.6 mm</p>, Dynamic AMOLED 2X,,,,,,"<p>Bộ sản phẩm gồm: Cáp Type C, Cây lấy sim, Hộp, Sách hướng dẫn</p>",Có,Có,,Type-C,216.7 GB,2, Li-Ion,2 Nano SIM hoặc 1 Nano SIM + 1 eSIM,,,Khung nhôm &amp; Mặt lưng kính cường lực,,,,,,,Type-C,Nặng 168 g,,,Full HD+ (1080 x 2340 Pixels),,6.1 inch,,,,,Không,,Có,,Điện tử,1,"Dual-band (2.4 GHz/5 GHz),  Wi-Fi Direct,  Wi-Fi 802.11 a/b/g/n/ac/ax,  6 GHz",
Điện Thoại Samsung Galaxy Z Flip 4 - Hàng Chính Hãng,Samsung,20250000,,,,,,Samsung,,,,,,,Snapdragon 8+ Gen 1 8 nhân,AI Camera Ban đêm (Night Mode); Chống rung quang học (OIS); Góc siêu rộng (Ultrawide); Zoom kỹ thuật số,,,"1 nhân 3.18 GHz, 3 nhân 2.7 GHz &amp; 4 nhân 2 GHz",,,"Chính: Dynamic AMOLED 2X, Phụ: Super AMOLED",,,,,,,Có,Không,Z Flip,Type - C,,2,Li-Ion,Nano SIM &amp; E-SIM,,,Khung nhôm &amp; Mặt kính cường lực,,,,,,,Type - C,187g,,,,,6.7 inch,,,,,,,Có,,,,,
Điện thoại Xiaomi Redmi A1 2GB + 32GB Camera kép - Pin 5000mAh - Màn hình độ phân giải HD+ - Hàng chính hãng,Xiaomi,2088000,,,,,,Xiaomi,Trung Quốc,,,,,,,,,,,,,,,,,,,,Có,Có,,,32 GB,,,,,,,,,,Trung Quốc,,,,,,2 GB,,32 GB,,,,,,,,Có,,Hóa đơn,12,,
